#{"t_start": 1755965729.7466593, "env_id": "PandaReach-v3"}
r,l,t
-1.0,2,3394.509629
-2.0,3,3394.617861
-2.0,3,3394.720755
-2.0,3,3394.833126
-2.0,3,3394.937851
-2.0,3,3395.040404
-2.0,3,3395.144913
-2.0,3,3395.260004
-2.0,3,3395.366868
-2.0,3,3395.473475
-3.0,4,3395.607681
-2.0,3,3395.719618
-2.0,3,3395.821668
-2.0,3,3395.925421
0.0,1,3395.960275
-2.0,3,3396.078033
-2.0,3,3396.191183
-2.0,3,3396.28498
-1.0,2,3396.346787
-2.0,3,3396.446848
-3.0,4,3396.573717
-3.0,4,3396.702374
-2.0,3,3396.800561
-2.0,3,3396.903761
-1.0,2,3396.980246
0.0,1,3397.018757
-1.0,2,3397.084641
-2.0,3,3397.18665
-1.0,2,3397.247842
-2.0,3,3397.341094
-2.0,3,3397.435855
-2.0,3,3397.543431
-2.0,3,3397.649995
-2.0,3,3397.749222
-3.0,4,3397.887177
-1.0,2,3397.962258
-1.0,2,3398.023378
-2.0,3,3398.113773
-1.0,2,3398.175586
0.0,1,3398.212231
-1.0,2,3398.279254
-2.0,3,3398.375867
-2.0,3,3398.470587
-2.0,3,3398.574981
0.0,1,3398.608048
-1.0,2,3398.677614
-3.0,4,3398.822909
-1.0,2,3398.900834
-2.0,3,3398.998014
-2.0,3,3399.100176
-3.0,4,3399.218245
-2.0,3,3399.316156
-2.0,3,3399.40521
-3.0,4,3399.539931
-2.0,3,3399.640609
-2.0,3,3399.737692
0.0,1,3399.769902
-1.0,2,3399.831704
-2.0,3,3399.941644
-1.0,2,3400.011438
-2.0,3,3400.108013
-2.0,3,3400.210613
-1.0,2,3400.268251
-2.0,3,3400.361743
-1.0,2,3400.420587
-2.0,3,3400.53334
-2.0,3,3400.631289
0.0,1,3400.666272
-1.0,2,3400.727582
-2.0,3,3400.816889
-2.0,3,3400.90588
-2.0,3,3401.003381
0.0,1,3401.038131
-2.0,3,3401.147068
-1.0,2,3401.211112
0.0,1,3401.249008
-2.0,3,3401.341349
-2.0,3,3401.437515
-1.0,2,3401.507201
-1.0,2,3401.650425
-3.0,4,3401.776009
-3.0,4,3401.894615
-1.0,2,3401.955023
-2.0,3,3402.061663
-2.0,3,3402.16506
-1.0,2,3402.234344
-2.0,3,3402.341381
-1.0,2,3402.419863
0.0,1,3402.455799
-2.0,3,3402.571333
-3.0,4,3402.720659
-2.0,3,3402.832459
-3.0,4,3402.964813
-3.0,4,3403.101911
-1.0,2,3403.166843
-2.0,3,3403.263912
-1.0,2,3403.326191
0.0,1,3403.357956
-2.0,3,3403.449951
-1.0,2,3403.516805
-2.0,3,3403.614276
-3.0,4,3403.743612
-1.0,2,3403.809216
-1.0,2,3403.87895
0.0,1,3403.915681
-2.0,3,3404.0084
-2.0,3,3404.094412
0.0,1,3404.129616
-2.0,3,3404.220207
-1.0,2,3404.281242
-2.0,3,3404.364423
0.0,1,3404.399757
-2.0,3,3404.488275
-2.0,3,3404.574072
0.0,1,3404.609779
-3.0,4,3404.748053
-2.0,3,3404.835608
-2.0,3,3404.934083
-2.0,3,3405.02956
-1.0,2,3405.100765
-2.0,3,3405.197043
-2.0,3,3405.294737
-2.0,3,3405.388087
-2.0,3,3405.491727
-3.0,4,3405.6135
-1.0,2,3405.676415
-2.0,3,3405.771059
-2.0,3,3405.871712
0.0,1,3405.904235
-2.0,3,3406.001451
-2.0,3,3406.096598
-2.0,3,3406.200259
-1.0,2,3406.265061
-1.0,2,3406.329396
-3.0,4,3406.459791
-2.0,3,3406.561854
0.0,1,3406.594356
-2.0,3,3406.690002
-2.0,3,3406.787419
-2.0,3,3406.891714
-2.0,3,3406.984983
-1.0,2,3407.047876
-2.0,3,3407.145455
-2.0,3,3407.249161
-2.0,3,3407.344558
0.0,1,3407.375963
-3.0,4,3407.499299
-1.0,2,3407.571923
-2.0,3,3407.666266
-2.0,3,3407.76164
-2.0,3,3407.854848
-1.0,2,3407.925632
-1.0,2,3407.987463
-1.0,2,3408.052055
-2.0,3,3408.148423
-1.0,2,3408.219737
-2.0,3,3408.314076
-2.0,3,3408.412149
-2.0,3,3408.507889
-1.0,2,3408.57869
-2.0,3,3408.673271
-1.0,2,3408.738016
-3.0,4,3408.86741
-1.0,2,3408.945184
-3.0,4,3409.075649
-3.0,4,3409.204182
0.0,1,3409.23648
-2.0,3,3409.338766
-3.0,4,3409.461814
-2.0,3,3409.552379
-3.0,4,3409.673731
-2.0,3,3409.774787
-2.0,3,3409.870134
-1.0,2,3409.936283
-1.0,2,3409.998484
0.0,1,3410.037714
-2.0,3,3410.132921
-1.0,2,3410.196886
-2.0,3,3410.29328
-1.0,2,3410.365492
-1.0,2,3410.42973
-2.0,3,3410.525032
-1.0,2,3410.587233
-3.0,4,3410.722747
0.0,1,3410.755251
-2.0,3,3410.851297
-3.0,4,3410.981865
-2.0,3,3411.085177
-3.0,4,3411.21287
-2.0,3,3411.310523
-1.0,2,3411.376226
0.0,1,3411.414706
-2.0,3,3411.511963
-1.0,2,3411.578006
-3.0,4,3411.705547
-2.0,3,3411.807111
-2.0,3,3411.904764
0.0,1,3411.939404
-1.0,2,3412.109901
-1.0,2,3412.182392
-2.0,3,3412.273108
-3.0,4,3412.394528
-2.0,3,3412.488036
-2.0,3,3412.591097
-1.0,2,3412.652255
-1.0,2,3412.714363
-1.0,2,3412.777985
-2.0,3,3412.882298
-3.0,4,3413.005432
-1.0,2,3413.067264
-1.0,2,3413.130702
-2.0,3,3413.23322
-2.0,3,3413.330553
-1.0,2,3413.397645
-3.0,4,3413.525829
-2.0,3,3413.632488
-2.0,3,3413.730994
0.0,1,3413.765724
-1.0,2,3413.82951
-2.0,3,3413.933839
-2.0,3,3414.028085
-2.0,3,3414.125132
0.0,1,3414.157454
-3.0,4,3414.298602
-3.0,4,3414.428592
-3.0,4,3414.552531
-2.0,3,3414.648534
-3.0,4,3414.788088
-2.0,3,3414.903249
-2.0,3,3415.019298
-2.0,3,3415.138324
-2.0,3,3415.265957
-2.0,3,3415.374283
-1.0,2,3415.444935
0.0,1,3415.480577
-1.0,2,3415.556262
-3.0,4,3415.701834
-2.0,3,3415.845218
-2.0,3,3415.945142
0.0,1,3415.984852
0.0,1,3416.022783
-2.0,3,3416.120029
-2.0,3,3416.214512
-2.0,3,3416.312181
-2.0,3,3416.400558
-1.0,2,3416.460227
-2.0,3,3416.549081
-1.0,2,3416.618485
-2.0,3,3416.70939
-2.0,3,3416.796528
0.0,1,3416.825644
-1.0,2,3416.890166
-2.0,3,3416.979057
-2.0,3,3417.064133
-2.0,3,3417.158153
-1.0,2,3417.231052
0.0,1,3417.263115
-1.0,2,3417.326429
-1.0,2,3417.387469
-1.0,2,3417.454426
-1.0,2,3417.516668
-3.0,4,3417.633806
0.0,1,3417.663683
-2.0,3,3417.755593
-2.0,3,3417.845821
-3.0,4,3417.966473
-2.0,3,3418.051599
-1.0,2,3418.116418
-2.0,3,3418.215521
-2.0,3,3418.305221
-2.0,3,3418.394607
-1.0,2,3418.460083
0.0,1,3418.49075
-1.0,2,3418.550382
-2.0,3,3418.641345
-2.0,3,3418.737725
0.0,1,3418.767507
-2.0,3,3418.858235
-2.0,3,3418.949463
-1.0,2,3419.01457
-1.0,2,3419.07417
-2.0,3,3419.163103
-3.0,4,3419.283819
-3.0,4,3419.401899
-1.0,2,3419.462651
-3.0,4,3419.595649
-2.0,3,3419.709092
-1.0,2,3419.786165
-2.0,3,3419.899308
0.0,1,3419.939563
-1.0,2,3420.018572
-3.0,4,3420.237273
-1.0,2,3420.312355
-3.0,4,3420.42096
-2.0,3,3420.501767
-2.0,3,3420.59678
-2.0,3,3420.687888
-2.0,3,3420.776904
-2.0,3,3420.864827
0.0,1,3420.89823
-1.0,2,3420.961674
-1.0,2,3421.040317
-2.0,3,3421.141272
-3.0,4,3421.259146
-3.0,4,3421.387974
-3.0,4,3421.54245
-2.0,3,3421.650886
-1.0,2,3421.731684
-2.0,3,3421.842232
-2.0,3,3421.952736
-3.0,4,3422.096674
-1.0,2,3422.175221
-2.0,3,3422.285355
-2.0,3,3422.499006
-2.0,3,3422.592802
-3.0,4,3422.745316
-2.0,3,3422.84215
-2.0,3,3422.927224
-1.0,2,3423.003384
-2.0,3,3423.207031
-1.0,2,3423.301994
-3.0,4,3423.449395
-3.0,4,3423.593712
-2.0,3,3423.78279
-3.0,4,3423.902445
-2.0,3,3423.990345
-3.0,4,3424.111774
-2.0,3,3424.207573
-3.0,4,3424.320776
-2.0,3,3424.403714
-2.0,3,3424.491574
-2.0,3,3424.588222
-1.0,2,3424.643682
-2.0,3,3424.725815
-2.0,3,3424.805804
-2.0,3,3424.897081
-3.0,4,3425.022964
0.0,1,3425.054753
0.0,1,3425.084622
-1.0,2,3425.146688
-1.0,2,3425.200089
-2.0,3,3425.283047
-2.0,3,3425.367684
-1.0,2,3425.43522
-2.0,3,3425.528816
-2.0,3,3425.60932
-3.0,4,3425.716969
-1.0,2,3425.930112
-2.0,3,3426.122719
-2.0,3,3426.238874
-1.0,2,3426.3047
-1.0,2,3426.381854
-2.0,3,3426.489161
-3.0,4,3426.624167
-2.0,3,3426.722922
-2.0,3,3426.831656
-2.0,3,3426.944454
-1.0,2,3427.010225
-1.0,2,3427.054678
-3.0,4,3427.145994
-2.0,3,3427.20806
-2.0,3,3427.276132
-1.0,2,3427.322492
0.0,1,3427.349465
-3.0,4,3427.44424
-1.0,2,3427.493379
-2.0,3,3427.570769
0.0,1,3427.597438
-2.0,3,3427.671426
-2.0,3,3427.738407
-3.0,4,3427.834522
-3.0,4,3427.937511
-3.0,4,3428.03303
-2.0,3,3428.104433
0.0,1,3428.131044
-2.0,3,3428.203486
-3.0,4,3428.295225
-1.0,2,3428.341837
-2.0,3,3428.409489
-2.0,3,3428.483593
-1.0,2,3428.5282
-2.0,3,3428.594684
0.0,1,3428.61871
-3.0,4,3428.713026
-2.0,3,3428.778174
-2.0,3,3428.848029
0.0,1,3428.873768
-1.0,2,3428.927129
-3.0,4,3429.01713
-2.0,3,3429.082042
-2.0,3,3429.15629
-2.0,3,3429.239495
-2.0,3,3429.324888
-2.0,3,3429.419544
-2.0,3,3429.610623
-1.0,2,3429.684104
-3.0,4,3429.792978
-2.0,3,3429.875743
-2.0,3,3429.955096
-2.0,3,3430.04122
-2.0,3,3430.12684
-2.0,3,3430.219038
-3.0,4,3430.336638
-2.0,3,3430.417733
-2.0,3,3430.485362
-2.0,3,3430.552987
-3.0,4,3430.641693
-2.0,3,3430.720297
-2.0,3,3430.791096
-1.0,2,3430.853033
-2.0,3,3430.930056
-2.0,3,3431.004338
-2.0,3,3431.073869
-1.0,2,3431.120789
-2.0,3,3431.192367
-2.0,3,3431.267549
-1.0,2,3431.327266
-1.0,2,3431.371769
-2.0,3,3431.439811
-2.0,3,3431.514242
-2.0,3,3431.583539
-3.0,4,3431.674537
-1.0,2,3431.72143
-2.0,3,3431.796155
-1.0,2,3431.840432
-2.0,3,3431.907687
-2.0,3,3431.974018
0.0,1,3432.001924
-2.0,3,3432.069809
-2.0,3,3432.137567
-2.0,3,3432.204408
-1.0,2,3432.258988
-1.0,2,3432.305101
-1.0,2,3432.348315
-2.0,3,3432.422636
-2.0,3,3432.508929
-3.0,4,3432.616611
-1.0,2,3432.674135
-3.0,4,3432.780593
-3.0,4,3432.894781
-3.0,4,3433.00077
-2.0,3,3433.079915
-3.0,4,3433.192332
-2.0,3,3433.286729
-2.0,3,3433.374512
-3.0,4,3433.494454
-1.0,2,3433.557024
-2.0,3,3433.648525
-3.0,4,3433.771336
-2.0,3,3433.865023
-3.0,4,3434.005649
-2.0,3,3434.126701
-1.0,2,3434.309538
0.0,1,3434.367676
-1.0,2,3434.435304
-2.0,3,3434.556722
-3.0,4,3434.710936
-3.0,4,3434.948556
-1.0,2,3435.017765
-2.0,3,3435.111666
-3.0,4,3435.235791
0.0,1,3435.275811
-2.0,3,3435.375097
-2.0,3,3435.471294
-1.0,2,3435.545212
-2.0,3,3435.652698
-2.0,3,3435.738224
-1.0,2,3435.80793
-2.0,3,3435.899262
-2.0,3,3435.990427
-1.0,2,3436.051423
-1.0,2,3436.127948
-2.0,3,3436.223713
-3.0,4,3436.349276
-3.0,4,3436.473396
-2.0,3,3436.572635
-1.0,2,3436.634475
-1.0,2,3436.697047
-1.0,2,3436.761764
-2.0,3,3436.863306
-1.0,2,3436.929211
-2.0,3,3437.031928
-1.0,2,3437.101212
-1.0,2,3437.174818
-3.0,4,3437.294168
-2.0,3,3437.40972
-2.0,3,3437.516104
0.0,1,3437.560791
-2.0,3,3437.675394
-1.0,2,3437.750545
-3.0,4,3438.008157
-2.0,3,3438.096569
-2.0,3,3438.18118
-1.0,2,3438.238149
-2.0,3,3438.332128
-2.0,3,3438.43406
-1.0,2,3438.503339
0.0,1,3438.538446
0.0,1,3438.578457
-1.0,2,3438.659997
-2.0,3,3438.871909
-3.0,4,3438.997373
-1.0,2,3439.060716
-1.0,2,3439.129957
-2.0,3,3439.220796
-2.0,3,3439.310265
-2.0,3,3439.399496
-2.0,3,3439.497952
-3.0,4,3439.616474
-1.0,2,3439.677094
-1.0,2,3439.736566
0.0,1,3439.773837
-1.0,2,3439.833957
-1.0,2,3439.896832
-3.0,4,3440.015515
-2.0,3,3440.107385
-1.0,2,3440.163683
-3.0,4,3440.272543
-1.0,2,3440.327451
-1.0,2,3440.388681
0.0,1,3440.416856
-1.0,2,3440.470695
-3.0,4,3440.577322
-1.0,2,3440.639383
-2.0,3,3440.722735
-1.0,2,3440.777555
-2.0,3,3440.858199
-1.0,2,3440.919853
-2.0,3,3441.012974
-1.0,2,3441.07004
-2.0,3,3441.158769
0.0,1,3441.189526
-1.0,2,3441.240321
-1.0,2,3441.290858
-1.0,2,3441.337919
-2.0,3,3441.419474
-2.0,3,3441.492249
-2.0,3,3441.561011
-3.0,4,3441.646037
-2.0,3,3441.714452
-2.0,3,3441.777697
0.0,1,3441.799359
-1.0,2,3441.841536
-3.0,4,3441.93193
-1.0,2,3441.973753
-2.0,3,3442.03683
-2.0,3,3442.099353
-2.0,3,3442.170269
-1.0,2,3442.212023
-3.0,4,3442.296429
-3.0,4,3442.38046
-2.0,3,3442.451283
-2.0,3,3442.527475
0.0,1,3442.556815
-2.0,3,3442.635172
-1.0,2,3442.69455
-1.0,2,3442.748341
-1.0,2,3442.800146
-2.0,3,3442.878729
-1.0,2,3442.93587
-2.0,3,3443.017596
-2.0,3,3443.097992
-2.0,3,3443.178389
-2.0,3,3443.26433
-2.0,3,3443.341555
-2.0,3,3443.423111
-2.0,3,3443.494128
-3.0,4,3443.584833
-2.0,3,3443.648621
-2.0,3,3443.738066
-2.0,3,3443.824353
-1.0,2,3443.887968
-2.0,3,3443.974131
-2.0,3,3444.04884
-1.0,2,3444.108022
-3.0,4,3444.220536
-1.0,2,3444.275808
-1.0,2,3444.332855
0.0,1,3444.359371
-2.0,3,3444.448108
0.0,1,3444.47871
-3.0,4,3444.599496
-2.0,3,3444.700552
-3.0,4,3444.819576
-1.0,2,3444.870817
-1.0,2,3444.923602
-3.0,4,3445.027141
-3.0,4,3445.140375
-2.0,3,3445.219125
-1.0,2,3445.273024
-1.0,2,3445.329889
-1.0,2,3445.39104
-1.0,2,3445.446087
-2.0,3,3445.527516
-1.0,2,3445.574177
-2.0,3,3445.647576
-3.0,4,3445.730661
-1.0,2,3445.774941
-1.0,2,3445.821057
-2.0,3,3445.889219
-1.0,2,3445.931389
-2.0,3,3445.993334
-3.0,4,3446.075673
-1.0,2,3446.12413
-2.0,3,3446.189085
-2.0,3,3446.250932
-1.0,2,3446.29368
0.0,1,3446.318766
-2.0,3,3446.38347
-1.0,2,3446.425088
0.0,1,3446.446324
-3.0,4,3446.535774
-1.0,2,3446.588196
-2.0,3,3446.665627
-3.0,4,3446.770253
-1.0,2,3446.828931
0.0,1,3446.856126
-2.0,3,3446.936671
-1.0,2,3446.988561
-1.0,2,3447.045197
-2.0,3,3447.12251
-2.0,3,3447.203422
-3.0,4,3447.306493
-1.0,2,3447.365762
-2.0,3,3447.442715
-1.0,2,3447.496029
-2.0,3,3447.569749
-2.0,3,3447.637985
-2.0,3,3447.700358
-1.0,2,3447.741781
-2.0,3,3447.804539
-2.0,3,3447.87251
-2.0,3,3447.935467
-2.0,3,3447.998554
0.0,1,3448.020562
-2.0,3,3448.090645
-3.0,4,3448.205979
-1.0,2,3448.265326
-3.0,4,3448.386319
-3.0,4,3448.494871
-4.0,5,3448.607144
-2.0,3,3448.684711
-1.0,2,3448.738936
-1.0,2,3448.800394
-2.0,3,3448.899736
-3.0,4,3449.035751
-1.0,2,3449.101953
-1.0,2,3449.166913
-1.0,2,3449.218979
-1.0,2,3449.270227
-2.0,3,3449.349041
-2.0,3,3449.434716
-3.0,4,3449.566849
0.0,1,3449.604494
-3.0,4,3449.747962
-2.0,3,3449.839444
-2.0,3,3449.91812
-1.0,2,3449.9691
-1.0,2,3450.020021
-3.0,4,3450.130582
-1.0,2,3450.183768
-1.0,2,3450.236206
-2.0,3,3450.317252
-2.0,3,3450.403144
-3.0,4,3450.515029
-1.0,2,3450.577795
-2.0,3,3450.665832
-1.0,2,3450.719891
-2.0,3,3450.793253
0.0,1,3450.816391
-3.0,4,3450.905851
0.0,1,3450.934137
-1.0,2,3450.985235
0.0,1,3451.009814
-2.0,3,3451.084128
-2.0,3,3451.164315
-2.0,3,3451.241553
-2.0,3,3451.311103
-2.0,3,3451.38131
-1.0,2,3451.428891
-1.0,2,3451.476388
-1.0,2,3451.523619
-2.0,3,3451.589408
-3.0,4,3451.686274
-1.0,2,3451.739817
-1.0,2,3451.793584
-2.0,3,3451.87635
-2.0,3,3451.962864
-1.0,2,3452.016928
-3.0,4,3452.119633
-2.0,3,3452.198092
-2.0,3,3452.282153
-1.0,2,3452.334431
-2.0,3,3452.414283
-1.0,2,3452.467651
-3.0,4,3452.581963
-3.0,4,3452.68175
-1.0,2,3452.723795
-3.0,4,3452.806499
-3.0,4,3452.896543
-2.0,3,3452.958782
-3.0,4,3453.043357
-2.0,3,3453.106064
-3.0,4,3453.196692
-2.0,3,3453.258508
-2.0,3,3453.321836
-1.0,2,3453.363528
-2.0,3,3453.431916
-1.0,2,3453.473586
0.0,1,3453.494824
-1.0,2,3453.538617
-1.0,2,3453.587164
-2.0,3,3453.650758
-3.0,4,3453.747732
0.0,1,3453.775203
-2.0,3,3453.866257
-2.0,3,3453.956595
-2.0,3,3454.035594
-2.0,3,3454.112179
-2.0,3,3454.197784
-1.0,2,3454.253285
-3.0,4,3454.367706
-2.0,3,3454.469047
-2.0,3,3454.573727
-1.0,2,3454.639988
-1.0,2,3454.704527
-3.0,4,3454.812092
-2.0,3,3454.904102
-2.0,3,3454.988899
-2.0,3,3455.07501
-2.0,3,3455.162336
-2.0,3,3455.254138
-2.0,3,3455.343576
-2.0,3,3455.501008
-2.0,3,3455.59484
-2.0,3,3455.675441
-2.0,3,3455.759247
-1.0,2,3455.81699
-2.0,3,3455.912268
-1.0,2,3455.985625
-2.0,3,3456.083961
-2.0,3,3456.18034
-2.0,3,3456.269499
-3.0,4,3456.388179
-1.0,2,3456.447797
-2.0,3,3456.549053
-2.0,3,3456.650863
-2.0,3,3456.745874
-2.0,3,3456.837921
-2.0,3,3456.922339
-2.0,3,3457.018083
-2.0,3,3457.12618
-2.0,3,3457.231662
-2.0,3,3457.334536
-2.0,3,3457.413744
-2.0,3,3457.505379
-3.0,4,3457.6291
-1.0,2,3457.686601
-2.0,3,3457.768095
-3.0,4,3457.887463
-2.0,3,3457.971048
-2.0,3,3458.049829
-1.0,2,3458.103837
-1.0,2,3458.16226
-3.0,4,3458.269305
-2.0,3,3458.350174
-2.0,3,3458.429059
-2.0,3,3458.512705
-2.0,3,3458.59117
-3.0,4,3458.69453
0.0,1,3458.720983
-2.0,3,3458.806518
-1.0,2,3458.849467
-2.0,3,3458.912817
-1.0,2,3458.95532
-1.0,2,3459.0024
-2.0,3,3459.064797
-3.0,4,3459.150437
-2.0,3,3459.21523
-2.0,3,3459.283436
-2.0,3,3459.3464
-1.0,2,3459.388202
-3.0,4,3459.473497
-1.0,2,3459.525156
-2.0,3,3459.592951
-2.0,3,3459.655696
-1.0,2,3459.698387
-1.0,2,3459.748025
-1.0,2,3459.790108
-2.0,3,3459.867556
-1.0,2,3459.919446
-1.0,2,3460.028927
-2.0,3,3460.10865
-2.0,3,3460.188544
-2.0,3,3460.267008
-1.0,2,3460.324786
0.0,1,3460.351795
-3.0,4,3460.455911
-2.0,3,3460.534238
-2.0,3,3460.619272
-2.0,3,3460.702471
-1.0,2,3460.768378
-3.0,4,3460.889023
-1.0,2,3460.948506
-1.0,2,3461.003432
-2.0,3,3461.086525
-2.0,3,3461.179769
-2.0,3,3461.283343
-2.0,3,3461.375252
-2.0,3,3461.465218
-3.0,4,3461.588018
0.0,1,3461.625322
-1.0,2,3461.69442
-2.0,3,3461.787531
0.0,1,3461.816716
-2.0,3,3461.901062
-3.0,4,3461.989727
-2.0,3,3462.055968
-1.0,2,3462.10321
-2.0,3,3462.182488
-1.0,2,3462.232525
-3.0,4,3462.324755
-2.0,3,3462.390329
-1.0,2,3462.438758
-1.0,2,3462.48336
-2.0,3,3462.546736
-1.0,2,3462.591432
-1.0,2,3462.639167
-2.0,3,3462.702847
-3.0,4,3462.803623
0.0,1,3462.837019
-1.0,2,3462.922012
-2.0,3,3463.125839
-1.0,2,3463.179583
-2.0,3,3463.258354
-3.0,4,3463.373601
-1.0,2,3463.426734
-2.0,3,3463.508174
-2.0,3,3463.587848
-2.0,3,3463.67516
-3.0,4,3463.782705
-2.0,3,3463.876047
-2.0,3,3463.956812
-2.0,3,3464.14784
-2.0,3,3464.234964
-3.0,4,3464.348505
-3.0,4,3464.468606
0.0,1,3464.502797
-2.0,3,3464.586678
-2.0,3,3464.665537
-2.0,3,3464.743515
-1.0,2,3464.802974
-1.0,2,3464.858629
-3.0,4,3464.97101
-2.0,3,3465.038919
-1.0,2,3465.085738
0.0,1,3465.107407
-3.0,4,3465.192277
-2.0,3,3465.255787
-2.0,3,3465.33745
-1.0,2,3465.415564
-2.0,3,3465.512208
-2.0,3,3465.58462
0.0,1,3465.612061
-3.0,4,3465.703342
-1.0,2,3465.747838
-3.0,4,3465.84504
-2.0,3,3465.924013
-2.0,3,3466.000224
-2.0,3,3466.082394
-2.0,3,3466.166388
-2.0,3,3466.273625
-2.0,3,3466.363606
-1.0,2,3466.420493
-2.0,3,3466.508664
0.0,1,3466.543714
-2.0,3,3466.640435
-2.0,3,3466.734816
-2.0,3,3466.824042
-1.0,2,3466.889399
-1.0,2,3466.953124
-1.0,2,3467.019344
-1.0,2,3467.076954
-2.0,3,3467.164288
-2.0,3,3467.24566
-2.0,3,3467.326408
-1.0,2,3467.379518
-2.0,3,3467.466631
0.0,1,3467.494979
-3.0,4,3467.601471
-2.0,3,3467.678638
-1.0,2,3467.737513
-2.0,3,3467.816301
-1.0,2,3467.867714
-2.0,3,3467.945756
-2.0,3,3468.035273
-1.0,2,3468.08792
-2.0,3,3468.167028
-2.0,3,3468.245578
-2.0,3,3468.331754
-3.0,4,3468.43577
-2.0,3,3468.515247
-2.0,3,3468.594724
0.0,1,3468.625469
0.0,1,3468.653407
-1.0,2,3468.706606
-2.0,3,3468.784542
-1.0,2,3468.842955
0.0,1,3468.869617
-3.0,4,3468.971326
-2.0,3,3469.04528
-1.0,2,3469.093185
-1.0,2,3469.136466
-2.0,3,3469.212044
-1.0,2,3469.259281
-1.0,2,3469.309951
-3.0,4,3469.409412
-2.0,3,3469.475769
0.0,1,3469.49823
-2.0,3,3469.57156
-1.0,2,3469.615534
0.0,1,3469.637863
-2.0,3,3469.704911
-2.0,3,3469.776153
-1.0,2,3469.820794
-2.0,3,3469.887014
-2.0,3,3469.954565
-1.0,2,3470.005416
-2.0,3,3470.085948
-3.0,4,3470.199948
-2.0,3,3470.281838
-2.0,3,3470.369262
-1.0,2,3470.425122
-2.0,3,3470.518022
-2.0,3,3470.609855
-1.0,2,3470.684515
-1.0,2,3470.755799
-1.0,2,3470.830627
-1.0,2,3470.905482
-2.0,3,3471.014983
-2.0,3,3471.124267
-1.0,2,3471.197217
0.0,1,3471.232569
-3.0,4,3471.463105
-1.0,2,3471.533653
-1.0,2,3471.585062
-2.0,3,3471.672313
-2.0,3,3471.766104
-1.0,2,3471.825202
-2.0,3,3471.912929
0.0,1,3471.940198
-3.0,4,3472.053154
0.0,1,3472.079401
0.0,1,3472.107468
-1.0,2,3472.164397
-1.0,2,3472.224728
-2.0,3,3472.308043
-1.0,2,3472.36555
-3.0,4,3472.484071
-2.0,3,3472.588167
-2.0,3,3472.678186
-2.0,3,3472.758734
-1.0,2,3472.813664
-2.0,3,3472.907434
-2.0,3,3473.002033
0.0,1,3473.032512
-3.0,4,3473.154016
-2.0,3,3473.251354
-2.0,3,3473.338318
-2.0,3,3473.420717
-1.0,2,3473.476512
-2.0,3,3473.571149
-3.0,4,3473.685651
-1.0,2,3473.743218
-2.0,3,3473.833045
-1.0,2,3473.903083
-1.0,2,3473.964711
-1.0,2,3474.022764
0.0,1,3474.050572
-2.0,3,3474.139372
-1.0,2,3474.214973
-1.0,2,3474.289038
-1.0,2,3474.363364
-2.0,3,3474.477918
-2.0,3,3474.583442
-2.0,3,3474.680909
-2.0,3,3474.78587
0.0,1,3474.825945
-2.0,3,3474.940805
-2.0,3,3475.052501
0.0,1,3475.089283
-1.0,2,3475.169662
-1.0,2,3475.234315
-1.0,2,3475.304857
-2.0,3,3475.401951
-1.0,2,3475.471182
-1.0,2,3475.533478
0.0,1,3475.565779
-1.0,2,3475.62817
-1.0,2,3475.696023
-2.0,3,3475.78974
-2.0,3,3475.881204
-2.0,3,3475.971001
-2.0,3,3476.070025
0.0,1,3476.100144
-1.0,2,3476.159737
-2.0,3,3476.245322
-2.0,3,3476.340141
-2.0,3,3476.425969
-1.0,2,3476.483318
-3.0,4,3476.595419
-2.0,3,3476.687398
-2.0,3,3476.769418
0.0,1,3476.798324
-3.0,4,3476.908231
0.0,1,3476.943162
-1.0,2,3477.004062
-1.0,2,3477.058676
-2.0,3,3477.139134
-2.0,3,3477.230303
-3.0,4,3477.337729
-1.0,2,3477.391181
-1.0,2,3477.446558
-2.0,3,3477.532854
-3.0,4,3477.633033
-3.0,4,3477.719565
-1.0,2,3477.764277
-1.0,2,3477.814725
-1.0,2,3477.861421
-2.0,3,3477.928995
-2.0,3,3477.994285
-2.0,3,3478.06724
0.0,1,3478.090245
-1.0,2,3478.13336
-2.0,3,3478.201016
-3.0,4,3478.295872
-1.0,2,3478.3392
-1.0,2,3478.385425
-1.0,2,3478.428596
-2.0,3,3478.501503
-2.0,3,3478.568444
-3.0,4,3478.659951
-3.0,4,3478.752251
-3.0,4,3478.852573
-3.0,4,3478.942394
-2.0,3,3479.012087
-1.0,2,3479.057031
-3.0,4,3479.167009
-2.0,3,3479.248887
-2.0,3,3479.327893
-2.0,3,3479.407294
0.0,1,3479.444131
0.0,1,3479.471447
-2.0,3,3479.550232
-2.0,3,3479.629126
-2.0,3,3479.714663
-2.0,3,3479.795855
-3.0,4,3479.900824
-3.0,4,3480.008553
-2.0,3,3480.094239
-1.0,2,3480.147718
-1.0,2,3480.202925
-2.0,3,3480.281768
-2.0,3,3480.366839
-2.0,3,3480.44725
-2.0,3,3480.526834
-1.0,2,3480.579432
-2.0,3,3480.666862
-3.0,4,3480.773511
-1.0,2,3480.826567
-1.0,2,3480.878927
-1.0,2,3480.939714
-1.0,2,3480.996334
-2.0,3,3481.09534
0.0,1,3481.118501
-1.0,2,3481.171964
-1.0,2,3481.218329
-3.0,4,3481.308985
-3.0,4,3481.458866
-3.0,4,3481.575651
-1.0,2,3481.618543
